bowl,wickets,runs,balls,econ,avg
Irfan Safi,5,158,89,10.65,31.6
Irfan Sarfraz,0,24,18,8.0,
Irfan-ul-Haq,0,18,6,18.0,
Irfanullah,0,18,18,6.0,
Irfanullah Shah,0,50,31,9.68,
Irosh Samarasooriya,3,87,85,6.14,29.0
Irshad Mubbashar,1,22,12,11.0,22.0
Irshad Umar,2,46,43,6.42,23.0
Irushka Thimira,11,159,167,5.71,14.45
Isa Zaroo,4,91,56,9.75,22.75
Isaac Aboagye,6,83,84,5.93,13.83
Isaac Bird,1,17,12,8.5,17.0
Isaac Danladi,41,602,620,5.83,14.68
Isaac Okpe,93,1454,1369,6.37,15.63
Isaac Stewart,4,93,73,7.64,23.25
Ish Sodhi,298,6712,5213,7.73,22.52
Ishaan Sawney,0,37,18,12.33,
Ishaan Swaney,2,62,24,15.5,31.0
Ishak Elec,6,120,117,6.15,20.0
Ishan Abeysekara,17,266,250,6.38,15.65
Ishan Jayaratne,73,1224,1077,6.82,16.77
Ishan Kishan,0,4,1,24.0,
Ishan Porel,10,185,144,7.71,18.5
Ishant Bhardwaj,7,115,62,11.13,16.43
Ishant Sharma,60,1915,1398,8.22,31.92
Ishara Amerasinghe,6,96,84,6.86,16.0
Ishara Prashan,1,49,39,7.54,49.0
Isharul Islam,0,13,7,11.14,
Ishira Ayupala,5,74,71,6.25,14.8
Ishtiaq Ahmad,73,1130,1044,6.49,15.48
Ishwar Pandey,13,304,263,6.94,23.38
Isitha Wijesundara,18,265,276,5.76,14.72
Isitha Wijesundera,17,214,193,6.65,12.59
Ismail Ali,0,9,6,9.0,
Ismaila Tamba,4,93,63,8.86,23.25
Ismat Alam,18,483,373,7.77,26.83
Israel Hlengani,2,37,24,9.25,18.5
Israel Mugisha,10,248,208,7.15,24.8
Israr Khan,0,37,25,8.88,
Israrullah,5,103,104,5.94,20.6
Isuru Fernando,0,4,6,4.0,
Isuru Udana,196,4268,3221,7.95,21.78
Itibarshah Deedar,3,146,114,7.68,48.67
Iuri Simao,4,171,124,8.27,42.75
Ivan Thomas,10,320,226,8.5,32.0
Ivaylo Katzarski,0,25,14,10.71,
Izak Cornelis Bergh,0,14,6,14.0,
Izatullah Dawlatzai,11,187,202,5.55,17.0
Izaz Ali,10,329,220,8.97,32.9
Izharulhaq Naveed,44,1049,845,7.45,23.84
J van Dyk,10,186,177,6.31,18.6
JJ Smit,93,1700,1551,6.58,18.28
JJ Smuts,86,2452,2145,6.86,28.51
JJ Tasman-Jones,1,76,48,9.5,76.0
Jabari Darrell,3,22,43,3.07,7.33
Jabulisa Tshuma,1,26,30,5.2,26.0
Jack Blatherwick,28,678,439,9.27,24.21
Jack Boyle,1,18,12,9.0,18.0
Jack Brassell,15,505,356,8.51,33.67
Jack Brooks,35,880,656,8.05,25.14
Jack Burnham,0,0,1,0.0,
Jack Campbell,1,21,13,9.69,21.0
Jack Carson,14,287,177,9.73,20.5
Jack Carty,5,115,91,7.58,23.0
Jack Edwards,39,886,658,8.08,22.72
Jack Gardner,3,141,106,7.98,47.0
Jack Home,1,33,25,7.92,33.0
Jack Horrocks,9,277,192,8.66,30.78
Jack Hunter,6,160,91,10.55,26.67
Jack Jarvis,12,193,141,8.21,16.08
Jack Leach,15,250,183,8.2,16.67
Jack Leaning,27,638,506,7.57,23.63
Jack Morley,0,19,12,9.5,
Jack Perman,6,136,124,6.58,22.67
Jack Plom,17,391,256,9.16,23.0
Jack Prestwidge,15,418,337,7.44,27.87
Jack Richards,0,8,4,12.0,
Jack Shantry,28,935,646,8.68,33.39
Jack Shutt,17,328,257,7.66,19.29
Jack Taylor,15,638,470,8.14,42.53
Jack White,12,205,149,8.26,17.08
Jack Wildermuth,45,1460,1065,8.23,32.44
Jack Wood,2,41,24,10.25,20.5
Jackson Bird,71,1882,1519,7.43,26.51
Jackson Coleman,12,182,166,6.58,15.17
Jackson Smith,4,134,87,9.24,33.5
Jaco van Rensburg,0,29,24,7.25,
Jacob Albin,8,428,252,10.19,53.5
Jacob Bethell,18,475,334,8.53,26.39
Jacob Butler,18,248,227,6.56,13.78
Jacob Duffy,139,2910,2290,7.62,20.94
Jacob Mulder,33,526,515,6.13,15.94
Jacques Banton,1,6,6,6.0,6.0
Jacques Kallis,18,408,382,6.41,22.67
Jacques Rudolph,2,92,72,7.67,46.0
Jacques Snyman,16,455,394,6.93,28.44
Jacques Vosloo,3,103,75,8.24,34.33
Jade Dernbach,65,1798,1321,8.17,27.66
Jade Smith,0,13,7,11.14,
Jade de Klerk,13,476,368,7.76,36.62
Jaden Carmichael,2,141,89,9.51,70.5
Jafer Chohan,40,1130,813,8.34,28.25
Jagadeesha Suchith,27,780,585,8.0,28.89
Jagatheesan Kousik,0,5,6,5.0,
Jagjit Singh,4,21,25,5.04,5.25
Jagnauth Jagroo,5,121,101,7.19,24.2
Jahandad Khan,22,688,432,9.56,31.27
Jahid Javed,4,106,104,6.12,26.5
Jahmeal Buchanan,3,94,81,6.96,31.33
Jai Moondra,3,17,27,3.78,5.67
Jai Sinh,9,104,84,7.43,11.56
Jaikumar Thakur,3,128,95,8.08,42.67
Jaison Jerome,1,179,101,10.63,179.0
Jake Ball,183,3813,2680,8.54,20.84
Jake Fraser-McGurk,0,10,6,10.0,
Jake Gibson,11,294,228,7.74,26.73
Jake Lehmann,1,42,25,10.08,42.0
Jake Libby,1,77,54,8.56,77.0
Jake Lintott,123,2652,2064,7.71,21.56
Jake Reed,17,277,194,8.57,16.29
Jakob Bhula,0,17,12,8.5,
Jakob Gul,19,312,270,6.93,16.42
Jalaj Saxena,8,149,117,7.64,18.62
Jalat Khan,17,209,203,6.18,12.29
Jalpesh Vijay,0,31,14,13.29,
James Anderson,22,413,305,8.12,18.77
James Baker,2,82,70,7.03,41.0
James Bangura,0,12,7,10.29,
James Bazley,25,781,540,8.68,31.24
James Burke,11,225,159,8.49,20.45
James Cameron-Dow,5,80,67,7.16,16.0
James Chialoufas,1,28,24,7.0,28.0
James Coles,38,1104,792,8.36,29.05
James Dickinson,1,23,24,5.75,23.0
James Faulkner,177,3705,2814,7.9,20.93
James Feldman,2,40,25,9.6,20.0
James Fitzgerald,15,655,446,8.81,43.67
James Franklin,35,942,655,8.63,26.91
James Fuller,139,3700,2581,8.6,26.62
James Harris,14,587,362,9.73,41.93
James Hartshorn,7,107,67,9.58,15.29
James Hopes,10,319,261,7.33,31.9
James Logan,2,18,24,4.5,9.0
James Middlebrook,4,101,72,8.42,25.25
James Moses,0,46,49,5.63,
James Muirhead,1,30,24,7.5,30.0
James Neesham,229,5469,3706,8.85,23.88
James Newland,1,16,12,8.0,16.0
James Ngoche,4,90,66,8.18,22.5
James Pattinson,35,987,701,8.45,28.2
James Sales,1,183,122,9.0,183.0
James Seymour,0,28,30,5.6,
James Shannon,0,11,6,11.0,
James Sykes,1,42,37,6.81,42.0
James Taylor,1,34,12,17.0,34.0
James Tredwell,23,873,668,7.84,37.96
James Vifah,6,114,112,6.11,19.0
James Vince,1,38,30,7.6,38.0
James Wainman,3,199,135,8.84,66.33
James Weighell,30,1111,733,9.09,37.03
Jamie Gibson,2,39,32,7.31,19.5
Jamie Harrison,2,47,24,11.75,23.5
Jamie McIlroy,38,1004,653,9.23,26.42
Jamie Overton,142,3585,2489,8.64,25.25
Jamie Porter,20,635,428,8.9,31.75
Jamshid Khan,6,106,110,5.78,17.67
Jamshid Nasiri,7,83,98,5.08,11.86
Jan Balt,3,117,135,5.2,39.0
Jan Coetzer,0,26,12,13.0,
Jan Frylinck,81,1522,1268,7.2,18.79
Jan Nicol Loftie-Eaton,30,587,485,7.26,19.57
Jan-Izak de Villiers,8,222,179,7.44,27.75
Janak Prakash,56,1241,930,8.01,22.16
Janaka Gunaratne,7,80,94,5.11,11.43
Janaka Sampath,48,937,912,6.16,19.52
Janan Ghelzai,0,9,8,6.75,
Janat Gul,0,40,25,9.6,
Janath Fernando,0,14,6,14.0,
Jandre Coetzee,52,480,603,4.78,9.23
Jandu Hamoud,2,44,34,7.76,22.0
Janeiro Tucker,1,62,43,8.65,62.0
Janindu Inuwara,12,102,82,7.46,8.5
Janishka Perera,0,11,6,11.0,
Janith Liyanage,35,905,659,8.24,25.86
Janith Silva,59,862,777,6.66,14.61
Janitha Fernando,1,93,63,8.86,93.0
Japen Patel,3,37,25,8.88,12.33
Jared Tutty,8,154,173,5.34,19.25
Jared Warner,1,15,12,7.5,15.0
Jared Wilson,14,420,267,9.44,30.0
Jarred Barnes,5,196,118,9.97,39.2
Jarred Jardine,1,115,69,10.0,115.0
Jarrod Freeman,1,37,24,9.25,37.0
Jasdeep Singh,37,971,720,8.09,26.24
Jash Giyanani,0,35,27,7.78,
Jaskaran Malhotra,0,18,24,4.5,
Jaskaran Singh,19,394,306,7.73,20.74
Jasmer Dhankhar,4,78,74,6.32,19.5
Jason Behrendorff,185,3962,3191,7.45,21.42
Jason Davidson,5,98,80,7.35,19.6
Jason Floros,3,177,119,8.92,59.0
Jason Holder,328,7926,5934,8.01,24.16
Jason Kila,3,99,108,5.5,33.0
Jason Long,1,26,13,12.0,26.0
Jason Mohammed,0,40,30,8.0,
Jason Newton,3,66,84,4.71,22.0
Jason Niemand,10,261,210,7.46,26.1
Jason Raubenheimer,5,87,73,7.15,17.4
Jason Sangha,4,126,83,9.11,31.5
Jason Smith,29,608,442,8.25,20.97
Jaspal Singh,4,201,153,7.88,50.25
Jasper Davidson,4,89,83,6.43,22.25
Jaspreet Singh,21,383,349,6.58,18.24
Jasprit Bumrah,298,5503,4928,6.7,18.47
Jasraj Kundi,5,141,110,7.69,28.2
Jassinder Singh,1,36,21,10.29,36.0
Jaswinder Singh,16,283,233,7.29,17.69
Jatinder Kumar,6,149,138,6.48,24.83
Jatinder Singh,0,34,22,9.27,
Jatinderpal Matharu,7,126,107,7.07,18.0
Jatinkumar Darji,7,39,56,4.18,5.57
Javed Ahmadi,6,317,219,8.68,52.83
Javed Maroofkhail,3,48,49,5.88,16.0
Javeed Khan,2,55,37,8.92,27.5
Javelle Glen,7,59,60,5.9,8.43
Javid Patel,9,234,230,6.1,26.0
Javon Searles,16,444,278,9.58,27.75
Jawahar Danikula,7,153,118,7.78,21.86
Jaweed Sadran,10,314,239,7.88,31.4
Jawid Stanigze,7,107,94,6.83,15.29
Jay Ahir,0,34,20,10.2,
Jay Odedra,7,210,162,7.78,30.0
Jayant Yadav,14,721,598,7.23,51.5
Jayanta Behera,0,25,24,6.25,
Jayden Lennox,53,887,771,6.9,16.74
Jayden Seales,33,1065,730,8.75,32.27
Jaydev Unadkat,122,3134,2188,8.59,25.69
Jayed Ullah,1,54,37,8.76,54.0
Jaynul Islam,8,242,191,7.6,30.25
Jayveer Parmar,2,26,25,6.24,13.0
Jean Iradukunda,12,244,211,6.94,20.33
Jean-Paul Duminy,25,789,609,7.77,31.56
Jeavor Royal,19,427,346,7.4,22.47
Jediah Blades,9,268,179,8.98,29.78
Jeetan Patel,105,2691,2303,7.01,25.63
Jeevan Mendis,79,1408,1158,7.3,17.82
Jeffrey Grzinic,0,4,1,24.0,
Jeffrey Vandersay,91,2267,1926,7.06,24.91
Jehadul Hoque Jehad,1,59,34,10.41,59.0
Jehan Daniel,4,173,114,9.11,43.25
Jehan Mubarak,8,190,146,7.81,23.75
Jelany Chilia,4,175,173,6.07,43.75
Jeremiah Louis,3,163,101,9.68,54.33
Jeremy Benton,14,343,286,7.2,24.5
Jeremy Gordon,23,425,363,7.02,18.48
Jeremy Polarouthu,0,46,29,9.52,
Jermaine Baker,3,64,46,8.35,21.33
Jermal Proctor,9,188,190,5.94,20.89
Jerome Daley,4,32,38,5.05,8.0
Jerome Taylor,86,2192,1537,8.56,25.49
Jerome Xaba,0,33,18,11.0,
Jerry Nqolo,8,142,129,6.6,17.75
Jesse Prodehl,5,70,61,6.89,14.0
Jesse Ryder,1,28,19,8.84,28.0
Jesse Smit,5,144,106,8.15,28.8
Jesse Tashkoff,2,119,73,9.78,59.5
Jessy Singh,11,314,227,8.3,28.55
Jhye Richardson,130,2839,2222,7.67,21.84
Jigar Naik,14,380,315,7.24,27.14
Jigme Singye,17,416,375,6.66,24.47
Jigme Thinley,0,25,18,8.33,
Jim Allenby,8,385,281,8.22,48.12
Jino Jojo,11,214,223,5.76,19.45
Jishan Alam,7,231,174,7.97,33.0
Jiten Ramanandi,19,229,204,6.74,12.05
Jitendra Mukhiya,7,131,119,6.61,18.71
Jitesh Patel,2,88,71,7.44,44.0
Jitin Singh,4,35,21,10.0,8.75
Jivesh Butte,0,28,24,7.0,
Joao Hou,28,363,291,7.48,12.96
Joao Huo,2,54,50,6.48,27.0
Jobayer Hossen,9,104,90,6.93,11.56
Jock McKenzie,17,323,218,8.89,19.0
Joe Burns,3,71,57,7.47,23.67
Joe Carroll,1,49,25,11.76,49.0
Joe Denly,53,1367,1031,7.96,25.79
Joe Leach,46,1178,773,9.14,25.61
Joe Mennie,10,312,177,10.58,31.2
Joe Root,30,662,543,7.31,22.07
Joe Walker,26,530,453,7.02,20.38
Joe Weatherley,0,9,7,7.71,
Joe Wilson,4,170,97,10.52,42.5
Joel Davies,1,127,93,8.19,127.0
Joel Paris,32,1183,826,8.59,36.97
Joeli Moala,10,91,116,4.71,9.1
Joey Evison,23,623,456,8.2,27.09
Joey Field,17,517,338,9.18,30.41
Joey Thomas,1,41,46,5.35,41.0
Jofra Archer,242,5268,4205,7.52,21.77
Johan Botha,35,1313,1086,7.25,37.51
Johan Fourie,1,27,18,9.0,27.0
Johann Layne,0,113,57,11.89,
Johann Myburgh,1,37,30,7.4,37.0
Johanne de Zilva,5,47,53,5.32,9.4
Johannes Diseko,34,677,625,6.5,19.91
John Anderson,0,13,6,13.0,
John Campbell,0,1,6,1.0,
John Hastings,62,1573,1170,8.07,25.37
John Kariko,29,396,472,5.03,13.66
John Lassayo,5,92,75,7.36,18.4
John Masara,15,285,236,7.25,19.0
John Matchett,1,27,24,6.75,27.0
John McNally,13,277,213,7.8,21.31
John Mooney,14,141,135,6.27,10.07
John Nyumbu,19,458,343,8.01,24.11
John Reva,11,193,160,7.24,17.55
John Turner,48,844,631,8.03,17.58
John Vujnovich,11,284,234,7.28,25.82
Johnathan Campbell,11,347,252,8.26,31.55
Johnny Thompson,5,76,60,7.6,15.2
Johnson Charles,2,50,33,9.09,25.0
Johnson Nyambo,10,209,190,6.6,20.9
Jomel Warrican,7,296,203,8.75,42.29
Jon Hinrichsen,6,78,67,6.99,13.0
Jon Holland,6,299,194,9.25,49.83
Jon-Russ Jaggesar,19,552,440,7.53,29.05
Jonas Henriksen,1,81,38,12.79,81.0
Jonathan Barry,12,296,219,8.11,24.67
Jonathan Bushnell,3,103,78,7.92,34.33
Jonathan Carter,4,230,152,9.08,57.5
Jonathan Cook,26,600,478,7.53,23.08
Jonathan Foo,0,16,6,16.0,
Jonathan Garth,2,101,73,8.3,50.5
Jonathan Hill,3,50,37,8.11,16.67
Jonathan Hurley,6,111,97,6.87,18.5
Jonathan Merlo,0,42,31,8.13,
Jonathan Robinson,2,34,30,6.8,17.0
Jonathan Ssebanja,11,201,172,7.01,18.27
Jonathan Wells,0,11,6,11.0,
Jonathon Tuffin,21,390,373,6.27,18.57
Jone Wesele,5,94,71,7.94,18.8
Jonte Smith,12,138,135,6.13,11.5
Jonty Iggo,2,68,48,8.5,34.0
Jonty Jenner,0,13,6,13.0,
Jordan Buckingham,4,96,63,9.14,24.0
Jordan Clark,76,1975,1385,8.56,25.99
Jordan Martel,7,59,68,5.21,8.43
Jordan Neill,2,35,24,8.75,17.5
Jordan Thompson,141,3189,2147,8.91,22.62
Jordan Woolf,1,15,7,12.86,15.0
Jordan Yon,4,15,31,2.9,3.75
Jordi Henry,5,114,85,8.05,22.8
Josaia Baleicikobia,0,48,24,12.0,
Josak Khadka,5,143,103,8.33,28.6
Jose Bulele,16,286,276,6.22,17.88
Jose Joao,0,41,28,8.79,
Josef Doctora,4,65,48,8.12,16.25
Joseph Baguma,31,381,396,5.77,12.29
Joseph Burrows,28,411,359,6.87,14.68
Joseph Lucky,0,9,2,27.0,
Joseph Marples,0,71,32,13.31,
Joseph Wright,0,50,36,8.33,
Josh Baker,4,206,133,9.29,51.5
Josh Brown,0,48,17,16.94,
Josh Butler,1,51,30,10.2,51.0
Josh Clarkson,12,410,261,9.43,34.17
Josh Cobb,43,1529,1203,7.63,35.56
Josh Davey,121,2422,1737,8.37,20.02
Josh Evans,18,237,217,6.55,13.17
Josh Finnie,2,124,73,10.19,62.0
Josh Hazlewood,136,2833,2285,7.44,20.83
Josh Hull,35,954,678,8.44,27.26
Josh Kann,1,68,24,17.0,68.0
Josh Lalor,67,1650,1235,8.02,24.63
Josh Little,172,3881,3069,7.59,22.56
Josh Manley,43,1003,692,8.7,23.33
Josh Poysden,24,695,536,7.78,28.96
Josh Shaw,58,1302,956,8.17,22.45
Josh Tongue,31,552,397,8.34,17.81
Josh Wilson,2,174,102,10.24,87.0
Joshua Asia,33,315,415,4.55,9.55
Joshua Bishop,15,360,289,7.47,24.0
Joshua De Caires,12,369,233,9.5,30.75
Joshua Dodd,0,17,6,17.0,
Joshua Dowling,6,122,107,6.84,20.33
Joshua James,3,61,56,6.54,20.33
Joshua Lynn,3,22,26,5.08,7.33
Joshua Rasu,29,538,466,6.93,18.55
Joshua Stephenson,2,57,38,9.0,28.5
Joshua Thomas,2,52,36,8.67,26.0
Joshua van Heerden,4,58,46,7.57,14.5
Jovan Reb,0,66,38,10.42,
Jovuan van Wyngaardt,6,68,80,5.1,11.33
Joyeb Chand,11,206,188,6.57,18.73
Juan Cabrera,0,10,15,4.0,
Juan Henri,13,348,276,7.57,26.77
Juan Landsberg,3,43,33,7.82,14.33
Juan de Villiers,2,66,47,8.43,33.0
Juandre Scheepers,2,75,54,8.33,37.5
Juanoy Drysdale,16,454,313,8.7,28.38
Jubair Hossain,5,269,188,8.59,53.8
Juber Ghadiyali,5,73,77,5.69,14.6
Julang Dzulfikar,7,68,107,3.81,9.71
Julian Soutter,5,217,156,8.35,43.4
Julian de Mey,1,67,44,9.14,67.0
Julien Abega,17,364,308,7.09,21.41
Julius Sumerauer,36,807,699,6.93,22.42
Juma Gul,2,189,146,7.77,94.5
Juma Miyagi,63,840,853,5.91,13.33
Jumadin Sultani,0,15,6,15.0,
Jumanne Masquater,0,12,11,6.55,
Jun Hyunwoo,0,25,24,6.25,
Junaid Aziz,17,234,165,8.51,13.76
Junaid Dawood,17,361,305,7.1,21.24
Junaid Ilyas,1,63,48,7.88,63.0
Junaid Khan,157,3149,2644,7.15,20.06
Junaid Nadir,1,32,19,10.11,32.0
Junaid Sheikh,2,93,81,6.89,46.5
Junaid Siddique,117,2411,1969,7.35,20.61
Junaid Siddiqui,8,331,316,6.28,41.38
Junior Dala,127,2676,1986,8.08,21.07
Junior Scott,2,57,56,6.11,28.5
Junior Sinclair,10,270,210,7.71,27.0
Jurie Snyman,9,201,183,6.59,22.33
Justin Broad,8,242,177,8.2,30.25
Justin Dill,9,210,158,7.97,23.33
Justin Greaves,1,15,13,6.92,15.0
Justin Kemp,3,47,49,5.76,15.67
Justin Ontong,3,108,73,8.88,36.0
Justin Pitcher,4,102,84,7.29,25.5
Justin Shaju,31,529,454,6.99,17.06
Justin Watson,7,109,85,7.69,15.57
Jyd Goolie,0,42,24,10.5,
KC Cariappa,12,472,364,7.78,39.33
KM Asif,18,465,301,9.27,25.83
KV Sasikanth,7,297,205,8.69,42.43
Kabir Berlia,8,161,116,8.33,20.12
Kabir Mirpuri,22,666,507,7.88,30.27
Kabua Morea,43,590,516,6.86,13.72
Kadeem Alleyne,4,86,49,10.53,21.5
Kadek Gamantika,46,714,715,5.99,15.52
Kagiso Mohale,20,441,344,7.69,22.05
Kagiso Rabada,290,6461,4970,7.8,22.28
Kagiso Rapulana,2,56,31,10.84,28.0
Kalana Perera,30,465,431,6.47,15.5
Kaleem Sana,73,939,965,5.84,12.86
Kaleemullah,44,983,861,6.85,22.34
Kalhan Sineth,7,78,90,5.2,11.14
Kalhara Senarathne,0,52,37,8.43,
Kalki Kumar,0,40,33,7.27,
Kalle Vislapuu,11,400,275,8.73,36.36
Kalyana Rathnapriya,1,47,30,9.4,47.0
Kamal Airee,21,344,295,7.0,16.38
Kamal Raiz,4,45,61,4.43,11.25
Kamal Soukhiya,6,194,156,7.46,32.33
Kamal Tripathi,5,61,61,6.0,12.2
Kamau Leverock,26,498,462,6.47,19.15
Kamegelo Sereo,0,18,13,8.31,
Kamil Kakar,5,188,103,10.95,37.6
Kamil Mishara,5,149,116,7.71,29.8
Kamindu Mendis,25,1017,768,7.95,40.68
Kamlesh Nagarkoti,11,489,318,9.23,44.45
Kamran Ahmadzai,9,151,119,7.61,16.78
Kamran Ghulam,21,439,352,7.48,20.9
Kamran Hussain,1,82,52,9.46,82.0
Kamran Khan,0,42,11,22.91,
Kamran Wahid,8,126,87,8.69,15.75
Kamron Senamontree,19,343,305,6.75,18.05
Kamrul Islam,121,2345,1663,8.46,19.38
Kanagarathinam Kabilraj,2,55,44,7.5,27.5
Kane Richardson,198,4334,3221,8.07,21.89
Kane Williamson,3,84,72,7.0,28.0
Kanishk Seth,6,100,72,8.33,16.67
Kannan Vignesh,1,40,25,9.6,40.0
Kannusami Sathish,4,74,61,7.28,18.5
Kanwar Abhinay,5,155,134,6.94,31.0
Karabo Modise,4,41,30,8.2,10.25
Karabo Motlhanka,14,197,161,7.34,14.07
Karan Ganesh,1,33,30,6.6,33.0
Karan KC,124,2311,1821,7.61,18.64
Karan Patel,1,25,18,8.33,25.0
Karan Sharma,2,16,12,8.0,8.0
Karan Sonavale,1,20,12,10.0,20.0
Karan Tewatiya,3,74,49,9.06,24.67
Karanbir Singh,36,453,379,7.17,12.58
Karanveer Singh,2,157,87,10.83,78.5
Karim Janat,130,3467,2708,7.68,26.67
Karim Sadiq,30,799,635,7.55,26.63
Karima Gore,20,317,280,6.79,15.85
Karl Birkenstock,1,53,37,8.59,53.0
Karl Carver,6,179,110,9.76,29.83
Karma Dorji,8,265,191,8.32,33.12
Karn Sharma,65,1792,1258,8.55,27.57
Karthik Gattepalli,3,31,24,7.75,10.33
Karthik Jayaraj,0,24,21,6.86,
Karthik Meiyappan,25,367,318,6.92,14.68
Karthik Pillai,0,48,33,8.73,
Karthikeyan Subramanian,3,27,25,6.48,9.0
Kartik Kakade,4,54,60,5.4,13.5
Kartik Tyagi,19,864,581,8.92,45.47
Kartikeya Kak,4,74,42,10.57,18.5
Karweng NG,0,81,56,8.68,
Kasey Aldridge,9,237,141,10.09,26.33
Kashif Abbas,1,69,55,7.53,69.0
Kashif Ali,0,14,6,14.0,
Kashif Bhatti,41,827,657,7.55,20.17
Kashif Daud,12,297,250,7.13,24.75
Kashif Khan,4,75,73,6.16,18.75
Kashif Naved,2,46,36,7.67,23.0
Kashif Siddique,1,1,2,3.0,1.0
Kashyap Prajapati,0,19,8,14.25,
Kassim Nassoro,47,929,833,6.69,19.77
Kasun Ekanayake,4,89,62,8.61,22.25
Kasun Madushanka,28,540,448,7.23,19.29
Kasun Rajitha,115,2149,1637,7.88,18.69
Kasun Vidura,4,137,134,6.13,34.25
Kasun Weeranga,4,28,31,5.42,7.0
Katlego Thena,1,28,26,6.46,28.0
Katleho Bala,3,45,43,6.28,15.0
Katleho Leokaoke,11,205,168,7.32,18.64
Katlo Piet,27,616,540,6.84,22.81
Kaumal Nanayakkara,3,12,24,3.0,4.0
Kaung Htet Kyaw,1,48,33,8.73,48.0
Kaushal Singh,4,58,42,8.29,14.5
Kaushalkumar J Patel,4,148,134,6.63,37.0
Kaushalya Gajasinghe,6,125,114,6.58,20.83
Kaushik Maity,0,18,12,9.0,
Kaveesha Induwara,3,41,47,5.23,13.67
Kaveesha Piyumal,5,47,49,5.76,9.4
Kavem Hodge,4,218,156,8.38,54.5
Kavika Dilshan,3,179,121,8.88,59.67
Kavinda Ishwara,0,21,18,7.0,
Kavinda Manamperi,0,25,12,12.5,
Kavindana Perera,3,25,19,7.89,8.33
Kavindu Bandara,4,90,110,4.91,22.5
Kavindu Dilhara,5,146,133,6.59,29.2
Kavindu Ediriweera,0,16,12,8.0,
Kavindu Nadeeshan,18,340,248,8.23,18.89
Kavindu Nirmana,3,111,94,7.09,37.0
Kavindu Pathiratne,6,85,70,7.29,14.17
Kavindu Rajapaksha,3,26,19,8.21,8.67
Kavindu Ranasinghe,0,7,6,7.0,
Kavindu Ridmal,7,194,157,7.41,27.71
Kavinsha Chamath,0,11,7,9.43,
Kavishka Anjula,34,670,523,7.69,19.71
Kavuri Saiteja,2,12,20,3.6,6.0
Kawsar Khan,6,74,90,4.93,12.33
Kazuma Kato-Stafford,17,125,170,4.41,7.35
Keagan Rafferty,1,29,21,8.29,29.0
Keagan Tillett,4,74,36,12.33,18.5
Keaton Jennings,19,525,442,7.13,27.63
Keemo Paul,97,2734,1901,8.63,28.19
Keith Barker,12,331,230,8.63,27.58
Keith Burrows,3,22,12,11.0,7.33
Keith Dabengwa,7,76,67,6.81,10.86
Keith Dudgeon,16,383,280,8.21,23.94
Keith Jaure,9,172,123,8.39,19.11
Kelly Smuts,17,292,243,7.21,17.18
Kelvin Pitman,3,75,47,9.57,25.0
Kelvin Smith,0,7,6,7.0,
Kelvin Thuchila,18,315,338,5.59,17.5
Kemar Roach,6,298,193,9.26,49.67
Kemira Wijenayake,0,21,24,5.25,
Kenan Smith,2,13,24,3.25,6.5
Kenardo Fletcher,23,436,409,6.4,18.96
Kendel Kadowaki-Fleming,0,8,7,6.86,
Kennedy Mtunduwatha,0,10,6,10.0,
Kenneth Boniface,2,34,24,8.5,17.0
Kenneth Waiswa,44,667,581,6.89,15.16
Kenny Tari,1,26,24,6.5,26.0
Kenroy Nestor,20,604,443,8.18,30.2
Kento Dobell,4,46,52,5.31,11.5
Kenton Young,3,109,80,8.17,36.33
Keon Gaston,5,212,111,11.46,42.4
Keon Harding,0,10,6,10.0,
Kepler Lukies,50,594,678,5.26,11.88
Kerai Govind,1,25,21,7.14,25.0
Keron Cottoy,9,99,98,6.06,11.0
Kervin Ebanks,4,177,122,8.7,44.25
Kervon Hinds,35,581,585,5.96,16.6
Kerwin Mungroo,38,944,787,7.2,24.84
Keshan Wanniarachchi,5,36,42,5.14,7.2
Keshan Wijerathne,16,356,334,6.4,22.25
Keshara Nuwantha,9,109,72,9.08,12.11
Keshav Maharaj,141,3571,3113,6.88,25.33
Kesrick Williams,161,3254,2403,8.12,20.21
Ketut Artawan,61,1116,1038,6.45,18.3
Kevin Crowie,1,66,36,11.0,66.0
Kevin D'Souza,4,107,106,6.06,26.75
Kevin Irakoze,62,1243,1127,6.62,20.05
Kevin Kasuza,1,15,13,6.92,15.0
Kevin Koththigoda,12,226,186,7.29,18.83
Kevin O'Brien,53,1001,806,7.45,18.89
Kevin Perera,1,16,12,8.0,16.0
Kevin Pietersen,0,20,12,10.0,
Kevin Sinclair,13,366,319,6.88,28.15
Kevon Bazil,5,217,162,8.04,43.4
Kevon Cooper,99,1567,1236,7.61,15.83
Kevon Fubler,18,187,251,4.47,10.39
Keyur Mehta,7,60,60,6.0,8.57
Kezang Nima,1,22,18,7.33,22.0
Kgaudisa Molefe,7,238,183,7.8,34.0
Khaibar Deldar,4,116,82,8.49,29.0
Khalander Mustafa,9,152,138,6.61,16.89
Khaled Ahmed,106,2135,1620,7.91,20.14
Khaleel Ahmed,124,3221,2326,8.31,25.98
Khalid Ahmadi,51,741,723,6.15,14.53
Khalid Niazi,10,124,100,7.44,12.4
Khalid Usman,28,741,577,7.71,26.46
Khalid Zahid,30,660,612,6.47,22.0
Khalidy Juma,22,353,331,6.4,16.05
Khalil Ahmed,25,495,366,8.11,19.8
Khalil Gurbaz,28,562,453,7.44,20.07
